ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Кривенко Віктор Миколайович,Народний Рух України,223,1350,2019-03-01,15,Німчук М З,"Івано-Франківська обл., м. Коломия",,Розміщен друкован агітаційн матеріал на носіях зовніш реклами,3600,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1350,2019-03-01,14,Бабинюк Б Я,"Івано-Франківська обл., м. Коломия",,Розміщен друкован агітаційн матеріал на носіях зовніш реклами,10600,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-04,19,"ТОВ ""Телерадіокомпанія ""РАІ""","м. Івано-Франківськ, вул. Василіянок, буд. 15",36983355,Оплата ефірного часу на телебачен,19740,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1110,2019-03-04,17,"ТОВ ""Ван Медіа Лайн""","м. Київ, вул. Шолуденка, буд. 3/220",39019789,Виготовл друкован матеріал,20000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Кривенко Віктор Миколайович,Народний Рух України,223,1350,2019-03-04,18,"ТОВ ""Ван Медіа Лайн""","м. Київ, вул. Шолуденка, буд. 3/220",39019789,Розміщен друкован агітаційн матеріал на носіях зовніш реклами,86000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1110,2019-03-05,20,"ТОВ ""Медіа Інформ Групп""","м. Миколаїв, вул. Адміральтейська, буд. 31Б/8",33896930,Виготовл друкован матеріал,1440,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Кривенко Віктор Миколайович,Народний Рух України,223,1350,2019-03-05,21,"ТОВ ""Медіа Інформ Групп""","м. Миколаїв, вул. Адміральтейська, буд. 31Б/8",33896930,Розміщен друкован агітаційн матеріал на носіях зовніш реклами,12600,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-06,29,"ТОВ ""Телерадіокомпанія ""НІС-ТВ""","м. Миколаїв, вул. Чкалова, буд. 30А",20874043,Оплата ефірного часу на телебачен,1296,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1120,2019-03-06,28,"ТОВ ""Телерадіокомпанія ""НІС-ТВ""","м. Миколаїв, вул. Чкалова, буд. 30А",20874043,Виготовлвідеозаписів,1780,юридична особа,виготовлення відеозаписів
Кривенко Віктор Миколайович,Народний Рух України,223,1120,2019-03-06,23,"КП ""МТМ""","м. Запоріжжя, вул. Приходська, буд. 60",24905384,Виготовлвідеозаписів,10000,юридична особа,виготовлення відеозаписів
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-06,22,"КП ""МТМ""","м. Запоріжжя, вул. Приходська, буд. 60",24905384,Оплата ефірного часу на телебачен,13500,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1350,2019-03-06,25,Мурзін Володимир Олександрович,"Ізмаілський р-н, с. Броска",,Розміщен друкован агітаційн матеріал на носіях зовніш реклами,15600,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-06,30,"ТОВ ""Телерадіокомпанія ""НІС-ТВ""","м. Миколаїв, вул. Чкалова, буд. 30А",20874043,Оплата ефірного часу на телебачен,19440,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1400,2019-03-06,27,Лужецький Михайло Олексійович,м. Дніпро,,Інші витрати на передвиб агітацію,25000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1350,2019-03-06,24,"ТОВ ""Ван Медіа Лайн""","м. Київ, вул. Шолуденка, буд. 3/220",39019789,Розміщен друкован агітаційн матеріал на носіях зовніш реклами,40000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1160,2019-03-06,26,"ТОВ ""Солінг-Сервіс""","м. Київ, вул. Ялтинська, буд. 5Б/12",41914042,Виготов (придбан) та встановл агітаційн наметів,115000,юридична особа,виготовлення (придбання) та встановлення агітаційних наметів
Кривенко Віктор Миколайович,Народний Рух України,223,1110,2019-03-11,31,"ТОВ ""Глобал Канц Прінт""","м. Київ, просп. Георгія Гонгадзе, буд. 5А",42258486,Виготовл друкован матеріал,72000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Кривенко Віктор Миколайович,Народний Рух України,223,1110,2019-03-13,32,"ТОВ ""Медіа Інформ Групп""","м. Миколаїв, вул. Адміральтейська, буд. 31Б/8",33896930,Виготовл друкован матеріал,960,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Кривенко Віктор Миколайович,Народний Рух України,223,1110,2019-03-14,34,Бородько Людмила Вадимівна,м. Полтава,,Виготовл друкован матеріал,704,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-14,38,"ТОВ ""Ів-Франків Телерадіокомпанія ""Канал-402""","м. Івано-Франківськ, вул. Чорновола, буд. 99",13642036,Оплата ефірного часу на телебачен,8150,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-14,40,"Обласна асоціація ""Вінницька громадська телерадіокомпанія ""Вінниччина""","м. Вінниця, вул. Театральна, буд. 15",31473359,Оплата ефірного часу на телебачен,8380,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-14,39,"ТОВ ""ТРК ""ІРТ-Полтава""","м. Полтава, вул. Конституції, буд. 4",35026331,Оплата ефірного часу на телебачен,18624,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-14,37,"ПП ""Телерадіокомпанія ""Сфера-ТВ""","м. Рівне, вул. Міцкевича, буд. 11",33910609,Оплата ефірного часу на телебачен,21088,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-14,36,"ТОВ ""Телерадіокомпанія ""Укр-польське радіо та телебачення""","м. Дніпро, вул. Січеславська набережна, буд. 18",32219236,Оплата ефірного часу на телебачен,23040,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-14,35,"ТОВ ""Телерадіокомпанія “Сатурн""","м. Миколаїв, просп. Леніна, буд. 73",20919930,Оплата ефірного часу на телебачен,37248,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1340,2019-03-15,44,Злидар Петро Іванович,м. Полтава,,Оренда будинків,1500,ФОП,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-15,46,"ПАТ ""НСТУ""","м. Київ, вул. Мельнікова, буд. 42",23152907,Оплата ефірного часу на телебачен,7496,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-15,43,"Івано-Франківське обласне телебачення ""Галичина""","м. Івано-Франківськ, вул. Грушевського, буд. 21, оф. 701",13641127,Оплата ефірного часу на телебачен,14928,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-15,42,"ТОВ ""Телерадіокомпанія ""Академ ТВ""","м. Суми, вул. Харківська, буд. 4",32185841,Оплата ефірного часу на телебачен,27936,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-15,45,"ТОВ ""ЗНТК ""ТВ-5""","м. Запоріжжя, вул. Півоварова, буд. 4А",13630346,Оплата ефірного часу на телебачен,100880,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-18,50,"ПАТ ""НСТУ""","м. Київ, вул. Мельнікова, буд. 42",23152907,Оплата ефірного часу на телебачен,5618,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-18,49,"ПАТ ""НСТУ""","м. Київ, вул. Мельнікова, буд. 42",23152907,Оплата ефірного часу на телебачен,10367,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-18,57,"ТОВ ""Чернівецький промінь""","м. Чернівці, вул. Університетська, буд. 20",37722525,Оплата ефірного часу на телебачен,12288,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-18,52,"ТОВ ""Медіа-Проспект""","м. Житомир, вул. Велика Бердичівська, буд. 72",38500053,Оплата ефірного часу на телебачен,13968,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-18,56,"ТОВ ""Сіріус МедіаПродакш""","м. Мукачеве, вул. Пряшівська, буд. 4",40643868,Оплата ефірного часу на телебачен,29325,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-18,51,"ПП ""Телерадіокомпанія ВТВ плюс""","м. Херсон, вул. Богородицька, буд. 10/5",24959285,Оплата ефірного часу на телебачен,37248,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-18,53,"КП ""Телерадіокомпанія ""Перший Західний""","м. Львів, вул. Підвальна, буд. 3",31074340,Оплата ефірного часу на телебачен,44237,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1400,2019-03-19,64,Лужецький Михайло Олексійович,м. Дніпро,,Іеші витрати на передвиб агітацію,25000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-19,61,"ТОВ ""Телерадіокомпанія ""Круг""","Одеська обл., смт Овідіополь, вул. Дзержинського, буд. 1",25049896,Оплата ефірного часу на телебачен,37253,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-19,63,"ТОВ ""ТРК"" Крокус-1""","Київська обл., м. Біла Церква, вул. Фастівська, буд. 1",24883843,Оплата ефірного часу на телебачен,43040,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-19,60,"КП ""ТРА ""Новий Чернігів""","м. Чернігів, просп. Миру, буд. 38А",21397527,Оплата ефірного часу на телебачен,43456,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-19,62,"ТОВ ""ТВ-4""","м. Тернопіль, вул. Сагайдачного, буд. 2/7",14029496,Оплата ефірного часу на телебачен,51042,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,70,"ТОВ ""Телерадіокомпанія ""ІРТ""","м. Дніпро, вул. Європейська, буд. 15",32694293,Оплата ефірного часу на телебачен,1200,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,69,"ТОВ ""Телерадіокомпанія ""ІРТ""","м. Дніпро, вул. Європейська, буд. 15",32694293,Оплата ефірного часу на телебачен,1290,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1350,2019-03-20,66,Спіян Олег Павлович,м. Нова Одеса,,Розміщен друкован агітаційн матеріал на носіях зовніш реклами,2000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,71,"ТОВ ""Телерадіокомпанія ""ІРТ""","м. Дніпро, вул. Європейська, буд. 15",32694293,Оплата ефірного часу на телебачен,6000,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,74,"ПП ""Телерадіокомпанія ""Смайл""","м. Тернопіль, вул. Руська, буд. 44",34473456,Оплата ефірного часу на телебачен,8490,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,72,"ТОВ ""ТРК ""Союз-ТВ""","м. Житомир, просп. Миру, буд. 11",25304801,Оплата ефірного часу на телебачен,12162,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,67,"ТОВ ""Інформ Агенція Погляд""","Київська обл., м. Буча, вул. Некрасова, буд. 9В",40795221,Оплата ефірного часу на телебачен,13500,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,76,"ПП ""Телерадіокомпанія ""ДАНІО""","м. Ужгород, вул. Крилова, буд. 10",20430464,Оплата ефірного часу на телебачен,13754,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,73,"ТОВ ""Телерадіокомпанія ""ТВА""","м. Чернівці, вул. Героїв Майдану, буд. 31",14260868,Оплата ефірного часу на телебачен,25230,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,1211,2019-03-20,68,"ТОВ ""Слово Волині""","м. Луцьк, вул. Єршова, буд. 2",38131299,Оплата ефірного часу на телебачен,63744,юридична особа,оплата ефірного часу на телебаченні
Кривенко Віктор Миколайович,Народний Рух України,223,5000,2019-03-04,6,Львівська КО НРУ,"м. Львів, вул. Коперніка, буд. 11",37162200,повернення юридичним особам помилкових надходжень коштів,10400,юридична особа,Повернення особам помилкових надходжень коштів
Кривенко Віктор Миколайович,Народний Рух України,223,5000,2019-03-04,7,Львівська МО НРУ,"м. Львів, вул. Коперніка, буд. 11",37162200,повернення юридичним особам помилкових надходжень коштів,4000,юридична особа,Повернення особам помилкових надходжень коштів
Кривенко Віктор Миколайович,Народний Рух України,223,5000,2019-03-14,33,Васюха Василь Степанович,м. Полтава,,повернення фізичним особам помилкових надходжень коштів,1250,фізична особа,Повернення особам помилкових надходжень коштів
Кривенко Віктор Миколайович,Народний Рух України,223,2100,2019-03-29,108,Остапенко Оксана Степанівна,м. Бровари,,повернення фізичним особам помилкових надходжень коштів,300,фізична особа,Повернення особам добровільних внесків
