ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Мураєв Євгеній Володимирович,Наші,223,1350,2019-02-04,1,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1350;Розм.друк.агітац.матеріалів чи політ.рекл.на носіях зовн.рекл.(білбордах,сітілайтах,скролах),зг.з Р/ф №СФ-0000009 від19-01-31,у т.ч.ПДВ-240000,00грн",1440000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,6,"ТОВ ""Компанія інформації радіотелекомунікації ""ТОР""""","м. Київ, вул. ФРУНЗЕ, буд. 23",19384641,"+;1211; Оплата ефірного часу на телебаченні (2+2Миколаїв,Миколаїв),зг.з Рах.№7 від19-02-04,у т.ч.ПДВ-229,50грн..",1377,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,7,"ТОВ ""ТАК ТВ+""","м. Київ, вул. ФРУНЗЕ, буд. 23",37701196,"+;1211; Оплата ефірного часу на телебаченні (2+2Миколаїв,Миколаїв),зг.з Рах.№7 від19-02-04,у т.ч.ПДВ-229,50грн..",1377,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,8,"ТОВ ""Телерадіокомпанія ""Алекс ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",31036723,"+;1211; Оплата ефірного часу на телебаченні (2+2 Запоріжжя,Запоріжжя),зг.з Рах.№6 від19-02-04,у т.ч.ПДВ-229,50грн..",1377,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,9,"ТОВ ""Телевізійна компанія ""ПРИВАТ ТБ ДНІПРО""","м. Дніпро, вул. НАБЕРЕЖНА ПЕРЕМОГИ, буд. 50",23376587,"+;1211; Оплата ефірного часу на телебаченні (2+2 9 канал,Дніпро),зг.з Рах.№5 від19-02-04,у т.ч.ПДВ-229,50грн..",1377,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,10,"ТОВ Телерарадіокомпанія ""ТБ СТИМУЛ""","м. Київ, вул. ФРУНЗЕ, буд. 23",30462482,"+;1211; Оплата ефірного часу на телебаченні (2+2 ТБ СТИМУЛ,Кропивницький),зг.з Рах.№5 від19-02-04,у т.ч.ПДВ-229,50грн",1377,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,11,"ТОВ Телерарадіокомпанія ""S-ТЕТ""","м. Київ, вул. ФРУНЗЕ, буд. 23",31645208,"+;1211; Оплата ефірного часу на телебаченні (2+2 S ТЕТ,Харків),зг.з Рах.№5 від19-02-04,у т.ч.ПДВ-229,50грн..",1377,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,4,"ТОВ ""РЄАЛ ІСТЕЙТ-ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",35405350,"+;1211;Оплата ефірного часу на телебаченні (2+2),зг.з Рах.№7 від19-02-04,у т.ч.ПДВ-27333,00грн.",163998,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,5,"ТОВ ""Гравіс-кіно""","м. Київ, вул. ФРУНЗЕ, буд. 23",36257228,"+;1211;Оплата ефірного часу на телебаченні(2+2),зг.з Рах.№8 від19-02-04,у т.ч.ПДВ-27333,00грн..",163998,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,15,"ТОВ ""ІНТЕР РЕКЛАМА ЦЕНТР""","м. Київ, вул. ВОРОВСЬКОГО, буд. 22, ЛІТЕРА А",30524103,"+;1211;Оплата ефірного часу на телебаченні (ТК ""НТН""), зг.з Рах. на оплату №8 від 19-02-04,у т.ч.ПДВ-108210,00грн..",649260,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,3,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська 23",23729809,"+;1211;Оплата ефірного часу на телебаченні (1+1), зг.з Рах.№39 від19-02-04,у т.ч.ПДВ-113340,00грн..",680040,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,13,"ТОВ ""Телеканал СТБ""","м. Київ, вул. ІВАНА ШЕВЦОВА, буд. 1",20044726,"+;1211;Оплата ефірного часу на телебаченні, зг.з Рах. на оплату №75 від 19-02-04,у т.ч.ПДВ-122124,00грн",732744,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,12,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. ПАНЬКІВСЬКА, буд. 11",14323764,"+;1211;Оплата ефірного часу на телебаченні, зг.з Рах. на оплату №20 від 19-02-04,у т.ч.ПДВ-149985,00грн..",899910,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-05,14,"ТОВ ""ІНТЕР РЕКЛАМА ЦЕНТР""","м. Київ, вул. ВОРОВСЬКОГО, буд. 22, ЛІТЕРА А",30524103,"+;1211;Оплата ефірного часу на телебаченні (ТК ""ІНТЕР""), зг.з Рах. на оплату №7 від 19-02-04,у т.ч.ПДВ-406440,00грн..",2438640,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1110,2019-02-06,16,"ТОВ ""ТОРГОВИЙ ДІМ ""ГРАНД АФІШ""","м. Київ, вул. КУТУЗОВА, буд. 8, кімната 101",36678347,"+;1110;Виготовлення друк. матеріалів (постери паперові, банер, скролли), зг.з Рах. на оплату №1/02-042 від 19-02-01,спец.№1від19-02-01,у т.ч.ПДВ-35886,65грн..","215319,9",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-06,17,"ТОВ ""НАША ПРАГА""","м. Київ, вул. ЖИЛЯНСЬКА, буд. 101А",33642085,"+;1211;Оплата ефірного часу на телебаченні (""Максі-ТВ"" за період з 19-02-07 по 19-02-17), зг.з Рах. на оплату №4 від 19-02-05,у т.ч.ПДВ-48000,00грн..",288000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,8,"ТОВ ""Компанія інформації радіотелекомунікації ""ТОР""""","м. Київ, вул. ФРУНЗЕ, буд. 23",19384641,"+;1211;Оплата ефірного часу на телебаченні (2+2ТОР, Краматорськ), зг.з Рах.№5 від19-02-04,в т.ч. ПДВ 216.67 грн.",1300,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,9,"ТОВ ""ТАК ТВ+""","м. Київ, вул. ФРУНЗЕ, буд. 23",37701196,"+;1211; Оплата ефірного часу на телебаченні (2+2Миколаїв,Миколаїв),зг.з Рах.№7 від19-02-04,в т.ч. ПДВ 216.67 грн.",1300,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,10,"ТОВ ""Телерадіокомпанія ""Алекс ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",31036723,"+;1211; Оплата ефірного часу на телебаченні (2+2 Запоріжжя,Запоріжжя),зг.з Рах.№6 від19-02-04,в т.ч. ПДВ 216.67 грн.",1300,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,11,"ТОВ ""Телевізійна компанія ""ПРИВАТ ТБ ДНІПРО""","м. Дніпро, вул. НАБЕРЕЖНА ПЕРЕМОГИ, буд. 50",23376587,"+;1211; Оплата ефірного часу на телебаченні (2+2 9 канал,Дніпро),зг.з Рах.№5 від19-02-04,в т.ч. ПДВ 216.67 грн.",1300,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,13,"ТОВ Телерарадіокомпанія ""S-ТЕТ""","м. Київ, вул. ФРУНЗЕ, буд. 23",31645208,"+;1211; Оплата ефірного часу на телебаченні (2+2 S ТЕТ,Харків),зг.з Рах.№5 від19-02-04,в т.ч. ПДВ 216.67 грн.",1300,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,12,"ТОВ Телерарадіокомпанія ""ТБ СТИМУЛ""","м. Київ, вул. ФРУНЗЕ, буд. 23",30462482,"+;1211; Оплата ефірного часу на телебаченні (2+2 ТБ СТИМУЛ,Кропивницький),зг.з Рах.№5 від19-02-04,в т.ч. ПДВ 216.67 грн",1300,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1350,2019-02-07,3,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1350;Розм.друк.агітац.матер.чи політ.рекл.на носіях зовн.рекл.(рекл.дошки розт-ні у ліфтах мСевєродонецьк),зг.з Р/ф№СФ-0000015від19-02-07,вт.ч.ПДВ2572.00 грн.",15432,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Мураєв Євгеній Володимирович,Наші,223,1110,2019-02-07,2,"ТОВ ""ТОРГОВИЙ ДІМ ""ГРАНД АФІШ""","м. Київ, вул. КУТУЗОВА, буд. 8, кімната 101",36678347,"+;1110;Виготовлення друк. матеріалів (постери паперові, скролли), зг.з Рах. на оплату №6/02-039 від 2019-02-06,спец.№1від19-02-01,в т.ч. ПДВ 7457.46 грн.","44744,76",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Мураєв Євгеній Володимирович,Наші,223,1350,2019-02-07,4,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1350;Розм.друк.агітац.матер.чи політ.рекл.на носіях зовн.рекл.(білборди,сітілайти,скроли),зг.з Р/ф№СФ-0000014 від 19-02-07, в т.ч. ПДВ 7927.80 грн","47566,8",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,6,"ТОВ ""РЄАЛ ІСТЕЙТ-ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",35405350,"+;1211;Оплата ефірного часу на телебаченні (2+2),зг.з Рах.№7 від19-02-04,в т.ч. ПДВ 30000.00 грн",180000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,7,"ТОВ ""Гравіс-кіно""","м. Київ, вул. ФРУНЗЕ, буд. 23",36257228,"+;1211;Оплата ефірного часу на телебаченні(2+2),зг.з Рах.№8 від19-02-04,в т.ч. ПДВ 30000.00 грн.",180000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1350,2019-02-07,4,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1350;Розм.друк.агітац.матер.чи політ.рекл.на носіях зовн.рекл.(білбордах,сітілайтах,скролах)у лют19р.,зг.з Р/ф №СФ-0000013 від19-02-06,у т.ч.ПДВ-44700,00грн..",268200,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-07,5,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. КИРИЛІВСЬКА, буд. 23",23729809,"+;1211;Оплата ефірного часу на телебаченні (1+1), зг.з Рах.№39 від19-02-04,у в т.ч. ПДВ 116666.67 грн.",700000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1400,2019-02-08,18,"ТОВ ""МЕДІАТЕКА""","м. Київ, вул. АРТЕМА, буд. 21",38123995,"+;1400;інші витрати на передвиб.аг-цію (інф. послуги по збору та аналізу ЗМІ) зг.рах.01/05022019 від 2019-02-05, дог.05022019 від 2019-02-05 без ПДВ",4500,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Мураєв Євгеній Володимирович,Наші,223,1110,2019-02-08,17,"ПП ""ХІМДЖЕСТ""","м. Київ, вул. АНТОНОВИЧА, буд. 112, кв. 40",21587009,"+;1110; виготовлення друкованих матеріалів (буклетів) згідно з р/ф 26 від 2019-02-08, дог.№0602-01 від 2019-02-06 в т.ч. ПДВ 12358.40 грн.",74150,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-08,19,"ТОВ ""НАША ПРАГА""","м. Київ, вул. ЖИЛЯНСЬКА, буд. 101А",33642085,"+;1211;Оплата ефірного часу на телебаченні (""Максі-ТВ"" за п-д з 19-02-18 по 19-02-28), зг.р/ф№5 від 19-02-05,дог.0502/19-ПР від 19-02-05 вт.ч. ПДВ 47760.00 грн.",286560,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1120,2019-02-08,20,"ТОВ ""НАШ 365""","м. Київ, вул. ЖИЛЯНСЬКА, буд. 101А",42590855,"+;1120;виготовлення відеозаписів (рекламних відеороликів) зг.рах.№2 від 19-02-04, дог.№365/19-В від 2019-01-30 в т.ч. ПДВ 72000.00 г",432000,юридична особа,виготовлення відеозаписів
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-08,16,"ТОВ ""Телеканал СТБ""","м. Київ, вул. ІВАНА ШЕВЦОВА, буд. 1",20044726,"+;1211;Оплата ефірного часу на телебаченні, зг.з Рах. на оплату №75 від 19-02-04,в т.ч. ПДВ 166666.67 грн.",1000000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-08,15,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. ПАНЬКІВСЬКА, буд. 11",14323764,"+;1211;Оплата ефірного часу на телебаченні, зг.з Рах. на оплату №20 від 19-02-04,в т.ч. ПДВ 213333.33 грн.",1280000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1350,2019-02-13,21,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1350;Розм.друк.агітац.матер.чи політ.рекл.на носіях зовн.рекл.(білборди,сітілайти,скроли),зг.з Р/ф№СФ-0000016 від 2019-02-11, в т.ч. ПДВ 16040.00 грн.",96240,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Мураєв Євгеній Володимирович,Наші,223,1350,2019-02-13,22,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1350;Розм.друк.агітац.матер.чи політ.рекл.на носіях зовн.рекл.(розмішення сюжету на відеобордах),зг.з Р/ф№СФ-0000017 від 2019-02-13, в т.ч. ПДВ 16205.40 грн.","97232,4",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Мураєв Євгеній Володимирович,Наші,223,1350,2019-02-13,35,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1110;виготовлення друкованих матеріалів (листівок) д/розм.у лифтах зг.з Р/ф№СФ-0000018 від 2019-02-06, в т.ч. ПДВ 250.20 грн.","1501,2",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,28,"ТОВ ""Компанія інформації радіотелекомунікації ""ТОР""""","м. Київ, вул. ФРУНЗЕ, буд. 23",19384641,"+;1211;Оплата ефірного часу на телебаченні (2+2ТОР, Краматорськ), зг.з Рах.№5 від19-02-04, в т.ч. ПДВ 471.83 грн.",2831,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,29,"ТОВ ""ТАК ТВ+""","м. Київ, вул. ФРУНЗЕ, буд. 23",37701196,"+;1211; Оплата ефірного часу на телебаченні (2+2Миколаїв,Миколаїв),зг.з Рах.№7 від19-02-04, в т.ч. ПДВ 471.83 грн.",2831,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,30,"ТОВ ""Телерадіокомпанія ""Алекс ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",31036723,"+;1211; Оплата ефірного часу на телебаченні (2+2 Запоріжжя,Запоріжжя),зг.з Рах.№6 від19-02-04, в т.ч. ПДВ 471.83 грн.",2831,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,31,"ТОВ ""Телевізійна компанія ""ПРИВАТ ТБ ДНІПРО""","м. Дніпро, вул. НАБЕРЕЖНА ПЕРЕМОГИ, буд. 50",23376587,"+;1211; Оплата ефірного часу на телебаченні (2+2 9 канал,Дніпро),зг.з Рах.№5 від19-02-04, в т.ч. ПДВ 471.83 грн.",2831,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,32,"ТОВ Телерарадіокомпанія ""ТБ СТИМУЛ""","м. Київ, вул. ФРУНЗЕ, буд. 23",30462482,"+;1211; Оплата ефірного часу на телебаченні (2+2 ТБ СТИМУЛ,Кропивницький),зг.з Рах.№5 від19-02-04, в т.ч. ПДВ 471.83 грн.",2831,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,33,"ТОВ Телерарадіокомпанія ""S-ТЕТ""","м. Київ, вул. ФРУНЗЕ, буд. 23",31645208,"+;1211; Оплата ефірного часу на телебаченні (2+2 S ТЕТ,Харків),зг.з Рах.№5 від19-02-04, в т.ч. ПДВ 471.83 грн.",2831,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1140,2019-02-15,37,"ТОВ""МЕДІА НАЙС""","м. Київ, вул. ЛЮТЕРАНСЬКА, буд. 15, ЛІТ. А, Н/П №17",38918644,"+;1140;виг-ня інших мат-лів передвиб.агіт-ції(дизайнерські послуги) зг.з Р/ф№СФ-0000019 від 2019-02-14, договір 1.02.Д від 2019-02-01 в т.ч. ПДВ 500.00 грн.",3000,юридична особа,виготовлення інших матеріалів передвиборної агітації
Мураєв Євгеній Володимирович,Наші,223,1110,2019-02-15,34,"ТОВ ""ТОРГОВИЙ ДІМ ""ГРАНД АФІШ""","м. Київ, вул. КУТУЗОВА, буд. 8, кімната 101",36678347,"+;1110;Виготовлення друк. матеріалів (постери паперові, скролли), зг.з Рах. на оплату №12/02-027 від 2019-02-12. в т.ч. ПДВ 2132.36 грн.","12794,16",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Мураєв Євгеній Володимирович,Наші,223,1110,2019-02-15,36,"ПП ""ХІМДЖЕСТ""","м. Київ, вул. АНТОНОВИЧА, буд. 112, кв. 40",21587009,"+;1110; виготовлення друкованих матеріалів (календар кишеньковий) згідно з р/ф 28 від 2019-02-14, дог.№0602-01 від 2019-02-06 в т.ч. ПДВ 6583.20 грн.","39499,2",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,26,"ТОВ ""РЄАЛ ІСТЕЙТ-ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",35405350,"+;1211;Оплата ефірного часу на телебаченні (2+2),зг.з Рах.№7 від19-02-04, в т.ч. ПДВ 8000.00 грн.",48000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,27,"ТОВ ""Гравіс-кіно""","м. Київ, вул. ФРУНЗЕ, буд. 23",36257228,"+;1211;Оплата ефірного часу на телебаченні(2+2),зг.з Рах.№8 від19-02-04, в т.ч. ПДВ 8000.00 грн.",48000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1211,2019-02-15,25,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. КИРИЛІВСЬКА, буд. 23",23729809,"+;1211;Оплата ефірного часу на телебаченні (1+1), зг.з Рах.№39 від19-02-04, в т.ч. ПДВ 42000.00 грн",252000,юридична особа,оплата ефірного часу на телебаченні
Мураєв Євгеній Володимирович,Наші,223,1110,2019-02-20,38,"ТОВ ""ЦМІК центр""","м. Київ, вул. ЧОРНОБИЛЬСЬКА, буд. 14",38800153,"+;1110; виготовлення друкованих матеріалів (листівка вітальна) згідно з р/ф №54 від 2019-02-19, в т.ч. ПДВ 1160.80 грн.","6964,8",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Мураєв Євгеній Володимирович,Наші,223,1220,2019-02-21,40,ФОП Леонтьєва Олена Валеріївна,м. Київ,,"+;1220;оплата друк.площ у друк-них зас-х мас.інф-ції(розм-ня інформ. мат-лів передвиб.агі-ції в газ.""Соц.часопис"" рах.02 від 2019-02-21 в т.ч. ПДВ 900.00 грн.",5400,ФОП,оплата друкованих площ у друкованих засобах масової інформації
