ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-21,249,"ТОВ ""Трибуна плюс""","Чернігівська обл., Талалаївський р-н, смт Талалаївка, вул. Центральна, буд. 3",02476178,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №9 від 08.0.2019 без пдВ,5900,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-21,250,"ТОВ ""Ічня-інфо""","Чернігівська обл., Ічнянський р-н, м. Ічня, Покрасівка, буд. 24",02476190,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №31 від 31.1.2019 без ПДВ,12150,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-21,251,Ясинська Олена Миколаївна,"Чернігівська обл., Сосницький р-н, смт Сосниця, 1-Й пров. ПОКРОВСЬКОЇ, буд. 11",,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №5 від 08.0.2019 без ПДВ,13725,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-21,252,"ТОВ ""Медіа-центр ""Чернігівські відомості""","м. Чернігів, вул. МАГІСТРАТСЬКА, буд. 4А",14232122,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком -фактурою №Ц-0000035 від 08.02.2019 без ПДВ,6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-21,253,Каранда Ярослав Олександрович,"м. Чернігів, вул. О. КОШОВОГО, буд. 27, кв. 91",,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком -фактурою №0 від 07.02.2019 без ПДВ,23374,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-21,254,"ТОВ ""Контакт-інформ""","м. Київ, вул. Володимирська, буд. 61/11, оф. 50",36045376,"+;1212;Оплата ефірного часу на радіо згдно з рахунком-факгурою №КІ10 від 12.02.2019, в т.ч. ПДВ (2%) 105,46 грн","632,77",юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-21,255,"ТОВ ""Телерадіокомпанія ""Радіо великих доріг""","м. Київ, вул. Володимирська, буд. 61/11, оф. 50",32355150,+;1212;Оплата ефірного часу на радіо згдно з рахунком-фактурою №РВ13 від 12.02.2019 без ПДВ,"364,56",юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,256,"ТОВ ""Аріадна ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37771216,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №12 від 18.02.2019, в. т.ч. ПДВ (20%) 839,00 грн",11034,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,257,"ТОВ ""Партнер ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37717583,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №12 від 18.02.2019, в т.ч. ПДВ (20%) 139,00 грн",11034,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,258,"ТОВ ""ТВ вибір""","м. Київ, вул. Дегтярівська, буд. 21Г",37717618,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №12 від 18.02.2019, в т.ч. ПДВ (20%) 139,00 грн",11034,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,259,"ТОВ ""Новий формат ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37771169,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №12 від 18.02.2019, в т.ч. ПДВ (20%) 839,00 грн",11034,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,260,"ТОВ ""Лідер ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37725945,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №12 від 18.02.2019, в т.ч. ПДВ (20%) 139,00 грн",11034,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,261,"ТОВ ""Телерадіокомпанія ""112-ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",38590676,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №16 від 18.02.2019, в т.ч. ПДВ (20%) 139,00 грн",11034,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,262,"ТОВ ""Новини 24 години""","м. Київ, вул. Польова, буд. 21",33786517,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №33 від 18.02.2019 в т.ч. ПДВ (20%) 4390,00 грн",263340,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,263,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №111 від 19.02.2019, в т.ч ПДВ (20%) 12020,00 грн",852120,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,264,"ТОВ ""Інтер реклама центр""","м. Київ, вул. ВОРОВСЬКОГО, буд. 22, ЛІТЕРА А",30524103,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №33 від 19.02.2019, в т.ч. ПДВ (20%) 16545,00 грн",1179270,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,265,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №49 від 19.02.2019, в т.ч. ПДВ (20%) 5734,00 грн",352404,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,266,"ТОВ ""ТРК ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №153 від 19.02.2019, в т.ч. ПДВ (20%) 88832,00 грн",2932992,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-21,267,"Міське КП ""Інформаційно-телевізійне агентство ""Віта""","м. Вінниця, вул. Соборна, буд. 59",13341352,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №11 від 20.02.2019, в т.ч. ПДВ (20%) 30,00 грн",2160,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-22,268,"ТОВ ""ТРК ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №163 від 21.02.2019. в т.ч. ПДВ (20%) 56219,00 грн",2737314,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-21,270,"ТОВ ""Рекламна компанія ""Ідея оушен""","м. Київ, вул. ЯРОСЛАВСЬКА, буд. 4, ЛІТЕРА Б, оф. 37",38536933,"+;1350;розміщення друкованих агітаційни матеріалів на носіях зовнішньої реклами згідно з рахунком-актурою №13-02 від 13.02.2019, в т.ч. ПДВ (20%) 83333,33 гр",500000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-22,271,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. Героїв космосу, буд. 4",38990495,"+;1350;розміщення друкованих агітаційни матеріалів на носіях зовнішньої реклами згідно з рахунком 1313 від 14.02.2019, в т.ч. ПДВ (20%) 83333,33 грн",500000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-22,273,Відділ культури і туризму виконавчого комітету Березанської міської ради,"Київська обл., м. Березань, вул. ШЕВЧЕНКІВ ШЛЯХ, буд. 131",22202856,+;1340;Оренда приміщення згідно з рахуном №17 від 21.02.2019 без ПДВ,900,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-22,274,"ТОВ ""Рекламна компанія ""Ідея оушен""","м. Київ, вул. ЯРОСЛАВСЬКА, буд. 4, ЛІТЕРА Б, оф. 37",38536933,"+;1350;розміщення друкованих агітаційни матеріалів на носіях зовнішньої реклами згідно з рахунком-актурою №13-02 від 13.02.2019, в т.ч.ПДВ (20%) 133333,33 гр",800000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-22,275,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. Героїв космосу, буд. 4",38990495,"+;1350;розміщення друкованих агітаційни матеріалів на носіях зовнішньої реклами згідно з рахунком 1313 від 14.02.2019, в т.ч. ПДВ (20%) 33333,33 грн",200000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1110,2019-02-22,276,"ТОВ ""Палп мілл прінт""","Київська обл., м. Бровари, вул. ГАГАРІНА, буд. 16, оф. 26",41790727,"+;1110;Виготовлення друкованих матеріалв згідно з рахунком-фактурою №4000/90501684 від 05.02.20019 в т.ч. ПДВ (20%) 113350,00 грн",680100,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-22,277,"Ко Редакція Газети ""НОСІВСЬКІ Вісті""","Чернігівська обл., Носівський р-н, м. Носівка, вул. Центральна, буд. 19",02476267,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №31 від 19.2.2019 без ПДВ,4410,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-22,278,"ТОВ ""Редакція газети ""Життя Полісся""","Чернігівська обл., Ріпкинський р-н, смт Ріпки, вул. Святомиколаївська, буд. 114",02476244,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №15 від 11.2.2019 без ПДВ,"9070,88",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1110,2019-02-25,280,"ТОВ ""Компанія ""Поліграф""","м. Київ, вул. МЕЖИГІРСЬКА, буд. 82А, корпус 1",34602640,"+;1110;Виготовлення друкованих матеріалв згідно з рахунком-фактурою №СФ 71/4 від 05.02.2019, в т.чПДВ (20%) 33333,33 грн",200000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-25,281,"ТОВ ""Рекламна компанія ""Ідея оушен""","м. Київ, вул. ЯРОСЛАВСЬКА, буд. 4, ЛІТЕРА Б, оф. 37",38536933,"+;1350;розміщення друкованих агітаційни матеріалів на носіях зовнішньої реклами згідно з рахунком-актурою №13-02 від 13.02.2019, в т.чПДВ (20%) 166666,67 грн",1000000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-25,282,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. Героїв космосу, буд. 4",38990495,"+;1350;розміщення друкованих агітаційни матеріалів на носіях зовнішньої реклами згідно з рахунком 1313 від 14.02.2019, в т.ч. ПДВ (20%) 83333,33 грн",500000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1120,2019-02-25,283,"ТОВ ""Теле Про""","м. Київ, вул. Героїв космосу, буд. 4",37499304,"+;1120;Виготовлення відеозаписів згідноз рахунком №6 від 01.02.2019, в т.ч. ПДВ (20%) 38333,33 грн",230000,юридична особа,виготовлення відеозаписів
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-25,284,Відділ культури і туризму Гайсинської РДА,"Вінницька обл., Гайсинський р-н, м. Гайсин, вул. 1 Травня, буд. 40",02226659,+;1340;Оренда приміщення згідно з рахуном №3 від 14.02.2019 без ПДВ,5000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-25,285,"ТОВ ""Редакція газети ""Яготинські вісті""","Київська обл., Яготинський р-н, м. Яготин, вул. Пирятинська, буд. 1",02473205,"+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №82 від 25.2.2019, в т.ч. ПДВ (20%) 540,00 грн",3240,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1310,2019-02-25,286,ФОП Зінчук Василь Васильович,"м. Київ, вул. БЕРКОВЕЦЬКА, буд. 6, ГУРТОЖИТОК",,+;1310;транспорті послуги згідно з рахуком-фактурою №12/19 від 08.02.2019 без ПДВ,200000,ФОП,"транспортні послуги для реалізації заходів передвиборної агітації (перевезення матеріалів передвиборної агітації, технічних засобів та обладнання для ведення передвиборної агітації, а також інших матеріалів, пов’язаних з передвиборною агітацією)"
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-25,287,Сектор Культури Черняхівської Рда Житомирської Області,"Житомирська обл., Черняхівський р-н, смт Черняхів, МАЙДАН РАД, буд. 3",02227877,+;1340;Оренда приміщення згідно з рахуном №1 від 18.02.2019 без ПДВ,5000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-25,288,Відділ культури та туризму Коростишівської міської ради,"Житомирська обл., Коростишівський р-н, м. Коростишів, вул. Володимирська, буд. 1",41177031,+;1340;Оренда приміщення згідно з рахуном №1 від 18.02.2019 без ПДВ,4000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-25,289,"ТОВ ""ТРК ""Рівне-1""","м. Рівне, вул. Данила Галицького, буд. 19, оф. 701",22573340,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №0602/К/1 від 25.02.2019, в т.ч. ПДВ (0%) 10800,00 грн",64800,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-25,290,"ТОВ ""Редакція газети ""Рідний край""","Рівненська обл., Гощанський р-н, смт Гоща, вул. Сагайдачного, буд. 16",02474848,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №51 від 25.2.2019 без ПДВ,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-25,291,"ТОВ ""Голос Присеймівʼя""","Чернігівська обл., Бахмацький р-н, м. Бахмач, вул. Європейська, буд. 4",02476103,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №38 від 19.2.2019 без ПДВ,7520,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-25,292,"ТОВ ""Життя Семенівщини""","Чернігівська обл., Семенівський р-н, м. Семенівка, вул. Шевченка, буд. 2",02476155,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №61 від 18.2.2019 без ПДВ,8580,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-25,293,"Ніжинська міськрайонна газета ""Ніжинський вісник""","Чернігівська обл., м. Ніжин, вул. Яворського, буд. 3",02476053,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №73 від 18.2.2019 без пдв,9512,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-25,294,"ТОВ ""Газета ""Прилуччина""","Чернігівська обл., м. Прилуки, вул. Київська, буд. 220",02476238,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №30 від 18.2.2019 без ПДВ,10950,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-25,295,Матвієнко Тарас Сергійович,"Чернігівська обл., м. Прилуки, вул. ГВАРДІЙСЬКА, буд. 88, корпус 2, кв. 69",,+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №СФ-00012 вд 18.02.2019 без ПДВ,5355,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-26,296,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. Героїв космосу, буд. 4",38990495,"+;1350;Розміщення друкованих агітаційних матеріалів на носіях зовнішньої реклами згідно з рахунком №1262 від 31.01.2019, в т.ч.ПДВ (20%) 33333,33 грн",200000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1110,2019-02-26,297,"ТОВ ""Палп мілл прінт""","Київська обл., м. Бровари, вул. ГАГАРІНА, буд. 16, оф. 26",41790727,"+;1110;Виготовлення друкованих матеріалів згідно з рахунком-фактурою №4000/90502270 від 25.02.2019, в т.ч. ПДВ (20%) 2336,67 грн",14020,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-26,298,"ТОВ ""Рекламна компанія ""Ідея оушен""","м. Київ, вул. ЯРОСЛАВСЬКА, буд. 4, ЛІТЕРА Б, оф. 37",38536933,"+;1350;розміщення друкованих агітаційних матеріалів на носіях зовнішньої реклами згідно з рахунком-фактурою №13-02 від 13.02.2019, в т.ч. ПДВ (20%) 41971,17 грн",251827,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-26,299,"ПП ""Редакція газети ""Летичівська газета""","Хмельницька обл., Летичівський р-н, смт Летичів, вул. Героїв Крут, буд. 2",02475799,+;1220;Оплата друкованих площ у друкованих засобах масової інформації згідно з рахунком №16 від 21.02.2019 без ПДВ,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-26,300,"ПП ""Редакція газети ""Вісник Деражнянщини""","Хмельницька обл., Деражнянський р-н, м. Деражня, вул. Миру, буд. 77",02475776,+;1220;Оплата друкованих площ у друкованих засобах масової інформації згідно з рахунком №34 від 20.02.2019 без ПДВ,4800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-26,301,"КП ""Редакція газети ""Подільські вісті""","м. Хмельницький, просп. Миру, буд. 59",21313714,"+;1220;Оплата друкованих площ у друкованих засобах масової інформації згідно з рахунком -фактурою №СФ-0000151 від 26.02.2019, в т.ч. ПДВ (20%) 1200,00 грн",7200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-26,302,"КП ""Редакція газети ""Подільські вісті""","м. Хмельницький, просп. Миру, буд. 59",21313714,"+;1220;Оплата друкованих площ у друкованих засобах масової інформації згідно з рахунком -фактурою №СФ-0000114 від 18.02.2019, в т.ч. ПДВ (20%) 1200,00 грн",7200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-26,303,"ТОВ ""Газета ""Проскурів""","м. Хмельницький, вул. Прибузька, буд. 2",14175341,"+;1220;Оплата друкованих площ у друкованих засобах масової інформації згідно з рахунком №17 від 19.02.2019, в т.ч. ПДВ (20%) 800,00 грн",4800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1110,2019-02-26,304,"ТОВ Виробничо-Комерційна Фірма ""АРТ-ПРЕС""","м. Дніпро, УЗВІЗ ЛОЦМАНСЬКИЙ, буд. 10А",24438497,"+;1110;Виготовлення друкованих матеріалів згідно з рахунком-замовленням №К00607 від 20.02.2019, в т.ч. ПДВ (20%) 2249,96 грн","13499,76",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-26,305,"ТОВ ""Газета ""Проскурів""","м. Хмельницький, вул. Прибузька, буд. 2",14175341,+;1220;Оплата друкованих площ у друкованих засобах масової інформації згідно з рахунком №19 від 26.02.2019 без ПДВ,4800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1110,2019-02-26,306,Мазур Вадим Павлович,"м. Київ, вул. МОСКОВСЬКА, буд. 41/8, кв. 108",,+;1110;Виготовлення друкованих матеріалів згідно з рахунком №360 від 25.02.2019 без ПДВ,4250,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-26,307,Михайлюк Наталя Вікторівна,"Донецька обл., м. Маріуполь, вул. ХАРЛАМПІЇВСЬКА, буд. 15, кв. 7",,+;1350;розміщення друкованих агітаційних матеріалів на носіях зовнішньої реклами згідно з рахунком-фактурою №СФ-0000068 від 26.02.2019 без ПДВ,12000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-26,308,"ДП ""Телерадіокомпанія ""Аверс""","м. Луцьк, вул. Електроапаратна, буд. 3",21755180,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком-фактурою №СФ-0000038 від 26.02.2019, в т.ч. ПДВ (20%) 20520,00 грн",123120,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-27,309,Єсаян Ірина Вʼячеславівна,"Донецька обл., Мангушський р-н, село Покровське, вул. НАДІЇ, буд. 6",,+;1350;розміщення друкованих агітаційних матеріалів на носіях зовнішньої реклами згідно з рахунком №822 від 01.02.2019 без ПДВ,12000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-27,310,"ТОВ ""Інтер реклама центр""","м. Київ, вул. ВОРОВСЬКОГО, буд. 22, ЛІТЕРА А",30524103,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №42 від 27.02.2019, в т.ч. ПДВ (20%) 241260,00 грн",1447560,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-27,311,"КЗ ""Міський будинок культури"" Рівненської міської ради","м. Рівне, вул. СОБОРНА, буд. 3Д",22556318,+;1340;Оренда приміщення згідно з рахунком №12 від 27.02.2019 без ПДВ,7000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1110,2019-02-27,312,"ТОВ ""Компанія ""Поліграф""","м. Київ, вул. МЕЖИГІРСЬКА, буд. 82А, корпус 1",34602640,"+;1110;Виготовлення друкованих матеріалів згідно з рахунком-фактурою №СФ 71/4 від 05.02.2019, в т.ч. ПДВ (20%) 16666,67 грн",100000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Ляшко Олег Валерійович,Радикальна партія,221,1310,2019-02-27,313,ФОП Зінчук Василь Васильович,"м. Київ, вул. БЕРКОВЕЦЬКА, буд. 6, ГУРТОЖИТОК",,+;1310;транспорті послуги згідно з рахунком-фактурою №12/19 від 08.02.2019 без ПДВ,100000,ФОП,"транспортні послуги для реалізації заходів передвиборної агітації (перевезення матеріалів передвиборної агітації, технічних засобів та обладнання для ведення передвиборної агітації, а також інших матеріалів, пов’язаних з передвиборною агітацією)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-27,314,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. Героїв космосу, буд. 4",38990495,"+;1350;Розміщення друкованих агітаційних матеріалів на носіях зовнішньої реклами згідно з рахунком №1262 від 31.01.2019, в т.ч.ПДВ (20%) 216666,67 грн",1300000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-27,315,"ТОВ ""Рекламна компанія ""Ідея оушен""","м. Київ, вул. ЯРОСЛАВСЬКА, буд. 4, ЛІТЕРА Б, оф. 37",38536933,"+;1350;розміщення друкованих агітаційних матеріалів на носіях зовнішньої реклами згідно з рахунком-фактурою №13-02 від 13.02.2019, в т.ч. ПДВ (20%) 83333,33 грн",500000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-27,316,"КЗ ""Міський будинок культури"" Рівненської міської ради","м. Рівне, вул. СОБОРНА, буд. 3Д",22556318,+;1340;Оренда приміщення згідно з рахунком №13 від 25.02.2019 без ПДВ,8000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-27,319,"ТОВ ""ТРК ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №174 від 27.02.2019, в т.ч. ПДВ (20%) 1503,00 грн",9018,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-28,320,"КЗ ""Міський будинок культури"" Рівненської міської ради","м. Рівне, вул. СОБОРНА, буд. 3Д",22556318,+;1340;Оренда приміщення згідно з рахунком №13/1 від 28.02.2019 без ПДВ,"978,18",юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-28,321,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №153 від 27.02.2019, в т.ч. ПДВ (20%) 146820,00 грн",880920,юридична особа,оплата ефірного часу на телебаченні
