ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-04,24,"ТОВ ""Телерадіокомпанія ""Топ-радіо""","м. Київ, бульв. Т. ШЕВЧЕНКА, буд. 54/1",21117217,+;1212; ОПЛАТА ЕФІРНОГО ЧАСУ НА РАДІО ЗІДНО З РАХУНКОМ НОМ 2-П ВІД 30.01.2019Р. В Т.Ч. ПДВ (20%) 7.80 ГРН.,"436,8",юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1110,2019-02-04,25,"ТОВ ""Компанія ""Поліграф""","м. Київ, вул. МЕЖИГІРСЬКА, буд. 82А, корпус 1",34602640,+1010;ВИГОТОВЛЕННЯ ДРУКОВАНИХ МАТЕРІАЛІ ЗГІДНО З РАХУНКОМ-ФАКТУРОЮ НОМ СФ-71/3 ВІД 01.02.2019 В Т.. ПДВ (20%) 97500.00 ГРН,585000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-04,29,"ТОВ ""ТРК ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,+1211;ОПЛАТА ЕФІРНОГО ЧАСУ НА ТЕЛЕБАЧЕНІ ЗГІДНО З РАХУНКОМ НОМ 66 ВІД 04.02.2019Р. В Т. Ч. ПДВ (20) 330852.00 ГРН,1985112,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-04,30,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,+1211; ОПЛАТА ЕФІРНОГО ЧАСУ НА ТЕЛЕБАЧЕНІ ЗГІДНО З РАХУНКОМ НОМ 30 ВІД 30.01.2019 В Т. Ч. ПДВ(20%)57930.00 ГРН.,347580,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-05,31,"ТОВ ""Рекламна компанія ""Ідея оушен""","м. Київ, вул. ЯРОСЛАВСЬКА, буд. 4, ЛІТЕРА Б, оф. 37",38536933,+;1350;РОЗМІЩЕННЯ ЗОВНІШНЬОЇ РЕКЛАМИ ЗГДНО З РАХУНКОМ ФАКТУРОЙ НОМ 30-01 ВІД 30.01.2019 В Т.Ч. ПД (20%) 333333.33 ГРН,2000000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-05,33,"ТДВ ""Редакція газети ""Индустриальное Запорожье""","м. Запоріжжя, просп. Соборний, буд. 152",13614672,"+1220;ОПЛАТА ДРУКОВАНИХ ПЛОЩ У ДРУКОВАНХ ЗАСОБАХ МАСОВОЇ ІНФОРМАЦІЇ ЗГІДНО З РАХУНКОМ #29 ВІД 0502019, В Т.Ч. ПДВ (20%) 5714.00 ГРН",34284,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-05,34,"ТОВ ""Інтер реклама центр""","м. Київ, вул. ВОРОВСЬКОГО, буд. 22, ЛІТЕРА А",30524103,"+;1211;ОПЛАТА ЕФІРНОГО ЧАСУ НА ТЕЛЕБАЧЕНІ ЗГІДНО З РАХУНКОМ #9 ВІД 04.02.2019, В Т.Ч. ПДВ (20%) 8180.00 ГРН",487080,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-05,35,"ТОВ ""Новини 24 години""","м. Київ, вул. Польова, буд. 21",33786517,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком номер 21 від 05.02.2019,в т.ч.ПДВ (20% 20160,00 грн",120960,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-05,36,"ПАТ ""КРЮКІВСЬКИЙ ВАГОНОБУДІВНИЙ ЗАВОД""","Полтавська обл., м. Кременчук, вул. ІВАНА ПРИХОДЬКА, буд. 139",05763814,+;1340;Оренда приміщення згідно з рахуном-фактурою номер КВ-01087 від 30.01.2019 без ПДВ,4500,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-05,37,Сектор культури і туризму Пирятинської РДА,"Полтавська обл., Пирятинський р-н, м. Пирятин, вул. Соборна, буд. 59",02229936,+;1340;ОРЕНДА ПРИМІЩЕННЯ ЗГІДНО З РАХУНОМ НОМ 11 ВІД 04.02.2019 В Т.Ч. ПДВ (20%) 20.95 ПДВ,"125,73",юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-05,38,Сектор культури і туризму Пирятинської РДА,"Полтавська обл., Пирятинський р-н, м. Пирятин, вул. Соборна, буд. 59",02229936,+;1340;Оренда приміщення згідно з рахуном номер 12 від 04.02.2019 без ПДВ,750,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-06,42,"ТОВ ""Телерадіокомпанія ""112-ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",38590676,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №4 від 04.02.2019,в т.ч. ПДВ 20% 4050,0",24300,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-06,43,"ТОВ ""Аріадна ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37771216,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №3 від 04.02.2019,в т.ч. ПДВ 20% 4050,0",24300,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-06,44,"ТОВ ""ТВ вибір""","м. Київ, вул. Дегтярівська, буд. 21Г",37717618,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №3 від 04.02.2019,в т.ч.ПДВ 20% 4050,00",24300,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-06,45,"ТОВ ""Лідер ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37725945,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №3 від 04.02.2019,в т.ч. ПДВ 20% 4050,0",24300,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-06,46,"ТОВ ""Новий формат ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37771169,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №3 від 04.02.2019,в т.ч. ПДВ 20% 4050,0",24300,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-06,47,"ТОВ ""Партнер ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37717583,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №3 від 04.02.2019,в т.ч. ПДВ 20% 4050,0",24300,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1220,2019-02-06,48,"ТОВ ""Редакція Чернігівської обласної молодіжної газети ""Гарт""","м. Чернігів, просп. Перемоги, буд. 62",14221006,"+;1220;Оплата друкованих площ у друковаих засобах масової інформації згідно з рахунком №3 від 04.0.2019,у т.ч. ПДВ 20% 5400,00",32400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,49,"ТОВ ""Медіагруп Алекс.ЮА""","м. Запоріжжя, просп. Моторобудівників, буд. 48",24451003,"+;1211;Оплата ефірного часу на телебачені для провед.передвиборчої агіт.з виборів Президента Україи згідно з рахунком №18 від 06.02.2019 в т.ч.ПДВ 20% 3060,0",18360,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1120,2019-02-07,50,"ПрАТ ""Телевізійна служба Дніпропетровська""","м. Дніпро, вул. Воскресенська, буд. 14",20264089,"+;1120;Виготовлення відеозаписів згідноз рахунком №101 від 06.02.2019 в т.ч.ПДВ 20% 1333,33",8000,юридична особа,виготовлення відеозаписів
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,51,"ПрАТ ""Телевізійна служба Дніпропетровська""","м. Дніпро, вул. Воскресенська, буд. 14",20264089,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №102 від 06.02.2019,в т.ч.ПДВ 20% 240000",14400,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-07,51,"ВІДДІЛ КУЛЬТУРИ, ТУРИЗМУ, МОЛОДІ ТА СПОРТУ ОХТИРСЬКОЇ РДА","Сумська обл., м. Охтирка, вул. ЖОВТНЕВА, буд. 9",02230224,+;1340;Оренда приміщення згідно з рахуном №7 від 06.02.2019 без ПДВ,1200,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1350,2019-02-07,55,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. Героїв космосу, буд. 4",38990495,"+;1350;Розміщення друкованих агітаційни матеріалів на носіях зовнішньої реклами згідно з рахунком 1262 від 31.01.2019, в т.ч. ПДВ (20%) 83333,33 грн",500000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,56,"ТОВ ""Телерадіокомпанія ""112-ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",38590676,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №8 від 06.02.2019, в т.ч.ПДВ (20%) 973,00 грн",58410,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,57,"ТОВ ""Лідер ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37725945,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №5 від 06.02.2019, в т.ч. ПДВ (20%) 975,00 грн",58410,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,58,"ТОВ ""Новий формат ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37771169,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №5 від 06.02.2019, в т.ч.ПДВ (20%) 973,00 грн",58410,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,59,"ТОВ ""Аріадна ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37771216,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №5 від 06.02.2019, в т.ч.ПДВ (20%) 973,00 грн",58410,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,60,"ТОВ ""ТВ вибір""","м. Київ, вул. Дегтярівська, буд. 21Г",37717618,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №5 від 06.02.2019, в т.ч.ПДВ (20%) 973,00 грн",58410,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,61,"ТОВ ""Партнер ТВ""","м. Київ, вул. Дегтярівська, буд. 21Г",37717583,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №5 від 06.02.2019, в т.ч.ПДВ (20%) 973,00 грн",58410,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,62,"ТОВ ""Запорізька незалежна телерадіокомпанія ""ТВ-5""","м. Запоріжжя, вул. Південне шосе, буд. 72",13630346,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №0054 від 06.02.2019, в т.ч. ПДВ (20%)2426,67 грн",14560,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,63,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №48 від 06.02.2019, в т.ч.ПДВ (20%) 8230,00 грн",493380,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,64,"ТОВ ""ТРК ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №105 від 07.02.2019, в т.ч.ПДВ (20%) 51272,00 грн",3247632,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1211,2019-02-07,65,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;Оплата ефірного часу на телебачені згідно з рахунком №27 від 07.02.2019, в т.ч. ПДВ (20%) 8626,00 грн",531756,юридична особа,оплата ефірного часу на телебаченні
Ляшко Олег Валерійович,Радикальна партія,221,1340,2019-02-07,66,Гуманітарний відділ Бобровицької РДА,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 46",42109311,+;1340;Оренда приміщення згідно з рахуном №4 від 07.02.2019 без ПДВ,3750,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,67,"ТОВ ""ТРК ""Контакт""","м. Київ, бульв. Т. ШЕВЧЕНКА, буд. 54/1",24512176,"+;1212;Оплата ефірного часу на радіо згдно з рахунком №3-П від 07.02.2019, в т.ч ПДВ (20%) 295,00 рн",1770,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,68,"ТОВ ""Євром'юзік""","м. Київ, бульв. Тараса Шевченка, буд. 54/1, 7 поверх",37027503,+;1212;Оплата ефірного часу на радіо згдно з рахунком №3-П від 07.02.2019 без ПДВ,1770,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,69,"ТОВ ""Телерадіокомпанія ""Сіверські підприємства""","м. Київ, бульв. Тараса Шевченка, буд. 54/1, 7 поверх",14255181,+;1212;Оплата ефірного часу на радіо згдно з рахунком №3-П від 07.02.2019 без ПДВ,708,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,70,"ПП ""ТРК ""Черкаський центр міжнародних звʼязків""","м. Київ, бульв. Тараса Шевченка, буд. 54/1, 7 поверх",14209034,+;1212;Оплата ефірного часу на радіо згдно з рахунком №3-П від 07.02.2019 без ПДВ,708,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,71,"ТОВ ""Телерадіокомпанія ""Топ-радіо""","м. Київ, бульв. Т. ШЕВЧЕНКА, буд. 54/1",21117217,"+;1212;Оплата ефірного часу на радіо згдно з рахунком №3-П від 07.02.2019, в т.ч. ПДВ (20%) 118,00грн",708,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,72,"ТОВ ""Телерадіокомпанія ""Шансон""","м. Київ, бульв. Тараса Шевченка, буд. 54/1, 7 поверх",24085596,"+;1212;Оплата ефірного часу на радіо згдно з рахунком №3-П від 07.02.2019, в т.ч.ПДВ (20%) 1180,00грн",7080,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,73,"ДП ""Радіостанція ""Зоря""","м. Київ, вул. Кирилівська, буд. 104А",25484192,"+;1212;Оплата ефірного часу на радіо згдно з рахунком №4 від 05.02.2019, в т.ч.ПДВ (20%) 148,00 грн",888,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,74,"ТОВ ""ТРК ""НБМ-Радіо""","м. Київ, вул. Кирилівська, буд. 104А",34818518,"+;1212;Оплата ефірного часу на радіо згдно з рахунком №12 від 05.02.2019, в т.ч.ПДВ (20%) 2664,00 рн",15984,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,75,"ТОВ ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,"+;1212;Оплата ефірного часу на радіо згдно з рахунком №3 від 05.02.2019, в т.ч. ПДВ (20%) 81,40 грн","488,4",юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,76,"ТОВ ""Телерадіомовна компанія ""Радіо Хвиля""","м. Київ, бульв. Тараса Шевченка, буд. 54/1, 7 поверх",24996257,+;1212;Оплата ефірного часу на радіо згдно з рахунком №3-П від 07.02.2019 без ПДВ,885,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,77,"ТОВ ""ТРК ""Медіа маркет""","м. Київ, вул. Павлівська, буд. 29, кімн. 23",31306998,"+;1212;Оплата ефірного часу на радіо згдно з рахунком-фактурою №СФ-0000036 від 05.02.2019, в т.ч. ДВ (20%) 6240,00 грн",37440,юридична особа,оплата ефірного часу на радіо
Ляшко Олег Валерійович,Радикальна партія,221,1212,2019-02-07,78,"ТОВ ""Телерадіокомпанія ""Імідж ТВ""","Миколаївська обл., м. Вознесенськ, вул. Тимірязєва, буд. 175",20907141,+;1212;Оплата ефірного часу на радіо згдно з рахунком-фактурою № 6 від 05.02.20l9 без ПДВ,780,юридична особа,оплата ефірного часу на радіо
