ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-29,1,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на т/б, розповсюдження передвиборної агітації на каналах т/б зг.рах № 17 від 28.01.19 р. дог № ПА7 від 28.01.19 р. В.т.ч. ПДВ 20% - 141666,67 грн.",850000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,16,"ТОВ ""Медіа-проспект""","м. Житомир, вул. Велика Бердичівська, буд. 72",38500053,"Розміщення відеоматеріалу передвиборчої агітації в ефірі ТК СКІ зг рах № 12 від 29.01.19р. По дог № 29-01/19-05 від 29.01.19р. В.т.ч. ПДВ 20% - 2400,00 грн.",14400,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,1,"ТОВ ""Телерадіокомпанія ТТV""","м. Кропивницький, вул. Медведєва, буд. 1А",13745760,"Розміщення передвиборчої агітації на телеканалі TTV у м. Кропивницький зг рах №7 від 29.01.19р. По дог №29-01/19-02 від 29.01.19р. В.т.ч. ПДВ 20% - 4800,00 грн.",28800,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,1,"ТОВ ""Телекомпанія ""СТС""","м. Суми, пл. Незалежності, буд. 10, оф. 25",39751385,"Оплата ефірного часу на телебаченні зг рах № 22 від 29.01.19 р. по дог № 29-01/19/04 від 29.01.19 р. В.т.ч. ПДВ 20% - 5833,33 грн.",35000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,18,"ТОВ ""Телерадіокомпанія ""Рівне 1""","м. Рівне, вул. Данила Галицького, буд. 19, оф. 701",22573340,"Розміщення інформаційних матеріалів в ефірі ТРК зг рах №2 від 29.01.19 по дог №29-01/19-03 від 29.01.19р. В.т.с. ПДВ 20% - 7200,00 грн.",43200,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,1,"КП ""Телерадіоагентство ""Новий Чернігів"" Чернігівської міської ради","м. Чернігів, просп. Миру, буд. 38А",21397527,"Надання ефірного часу для передвиборчої агітації зг рах № 4 від 29.01.19 по дог № 29-01/19-01 від 29.01.19 р. В.т.ч. ПДВ 20% - 7200,00грн.",43200,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-01-30,1,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №2 від 30.01.19 р. Без ПДВ,50000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-01-30,1,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №1 від 29.01.19 р. по дг №190128 від 28.01.19р. Без ПДВ,150000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,1,"ТОВ ""Гравіс-кіно""","м. Київ, вул. Кирилівська, буд. 23",36257228,"Оплата за розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №2 від 28.01.19р. По дог. № ПА-8 від 28.01.19 р. В.т.ч. ПДВ 20% - 25000,00 грн.",150000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,1,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. Кирилівська, буд. 23",35405350,"Оплата за розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №1 від 28.01.19р. По дог. № ПА-8/1 від 28.01.19 р. В.т.ч. ПДВ 20% - 25000,00 грн.",150000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-30,19,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на т/б, розповсюдження передвиборної агітації на каналах т/б зг.рах № 17 від 28.01.19 р. дог № ПА7 від 28.01.19 р. В.т.ч. ПДВ 20% - 116666,67 грн.",700000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,28,"Івано-Франківське обласне телебачення ""Галичина""","м. Івано-Франківськ, вул. Михайла Грушевського, буд. 21, кімн. 701",13641427,"Оплата за трансляцію агітаційних матеріалів зг рах №43 від 30.01.19р. По дог №28/02/19 в.т.ч. ПДВ 20% - 2800,00грн.",16800,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1140,2019-01-31,27,"ТОВ ""ЛІДЕР-ІФ""","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, буд. 82",40502725,"Оплата за друк банерів зг рах №4 від 30.01.19 по дог 28-01/19 від 28/01/19 р. В.т.ч. 20% - 28308,33грн.",16985,юридична особа,виготовлення інших матеріалів передвиборної агітації
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,1,"ТОВ ""Івано-Франківська телерадіокомпанія ""Канал-402""","м. Івано-Франківськ, вул. Вʼячеслава Чорновола, буд. 99",13642036,"Оплата за трансляцію передвиборчої агітації зг рах №007 від 29.01.19р. По дог №28/01/2019 від 28.01.19 р. В.т.ч. ПДВ 20% - 2880,00грн.",17280,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,36,"ТОВ ""Мультиплексресурс""","Київська обл., Києво-Святошинський р-н, м. Вишневе, вул. Ломоносова, буд. 26, кв. 3",37965206,"Оплата ефірного часу на т/б участь в програмі ""У полі азарту"" зг рах № 6 від 29.01.19р. Дог №97 від 28.01.19р. В.т.ч. ПДВ 20% - 3000,00грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,30,"ТОВ ""ТРК 3-Студія""","м. Івано-Франківськ, вул. Січових стрільців, буд. 56",23797886,"Оплата за трансляцію прямого ефіру з канд. на пост Президента України зг.рах № 7 від 29.01.19 по дог 28-0-01/19 від 28.01.19р. В.т.ч. ПДВ 20% - 3000,00грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,37,"ТОВ ""Мультиплексресурс""","Київська обл., Києво-Святошинський р-н, м. Вишневе, вул. Ломоносова, буд. 26, кв. 3",37965206,"Оплата ефірного часу на т/б участь в програмі ""У полі азарту"" зг рах № 4 від 29.01.19р. Дог №97 від 28.01.19р. В.т.ч. ПДВ 20% - 3000,00грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,1,"ТОВ ""Мультиплексресурс""","Київська обл., Києво-Святошинський р-н, м. Вишневе, вул. Ломоносова, буд. 26, кв. 3",37965206,"Оплата ефірного часу на т/б участь в програмі ""У полі азарту"" зг рах № 5 від 29.01.19р. Дог №97 від 28.01.19р. В.т.ч. ПДВ 20% - 3000,00грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,33,"ТОВ ""TV-4""","м. Тернопіль, вул. Гетьмана Сагайдачного, буд. 2, кв. 7",14029496,"Оплата ефірного часу на т/б для передвиб агітації зг рах №ТВ-34 від 30.01.19р. По дог № 28-01/2019 від 28.01.19 В.т.ч. ПДВ 20% - 7465,00грн",44790,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,34,"ТОВ ""TV-4""","м. Тернопіль, вул. Гетьмана Сагайдачного, буд. 2, кв. 7",14029496,"Оплата ефірного часу на т/б для передвиб агітації зг рах №ТВ-33 від 30.01.19р. По дог № 28-01/2019 від 28.01.19 В.т.ч. ПДВ 20% - 8635,00грн",51810,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,42,"ПРИВАТНЕ МАЛЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ДАНІО""","м. Ужгород, вул. Крилова, буд. 10",20430464,"Оплата ефірного часу на т/б розміщення передвиборної агатації зг рах №4 від 30.01.19р. По дог №2019/01-28 від 28.01.19р. В.т.ч. 20% - 9720,00грн.",58320,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,41,"ТОВ ""Гравіс-кіно""","м. Київ, вул. Кирилівська, буд. 23",36257228,"Оплата за розповсюдження передвиборчої агітації на каналах ТБ зг рах №2 від 28.01.19р. По дог № ПА-8 від 28.01.19р. В.т.ч. ПДВ 20% - 24252,00грн",145512,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,40,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. Кирилівська, буд. 23",35405350,"Оплата за розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №1 від 28.01.19р. По дог. № ПА-8/1 від 28.01.19 р. В.т.ч. ПДВ 20% - 24252,00 грн.",145512,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-01-31,42,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №2 від 30.01.19 р. по дг №190128 від 28.01.19р. Без ПДВ,400000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-01-31,32,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на т/б, розповсюдження передвиборної агітації на каналах т/б зг.рах № 17 від 28.01.19 р. дог № ПА7 від 28.01.19 р. В.т.ч. ПДВ 20% - 167290,00 грн.",1003740,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,51,"ТОВ ""Телевізійна компанія ""Приват ТБ Дніпро""","м. Дніпро, вул. Набережна перемоги, буд. 50",23376587,"Оплата за розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №4 від 31.01.19р. По дог. № ПА-8/5 від 28.01.19 р. В.т.ч. ПДВ 20% - 1566,00 грн.",9396,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,50,"ТОВ ""Телерадіокомпанія ""Алекс ТВ""","м. Київ, вул. Кирилівська, буд. 23",31036723,"Розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №4 від 31.01.19р. По дог. № ПА-8/4 від 28.01.19 р. В.т.ч. ПДВ 20% - 1566,00 грн.",9396,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,52,"ТОВ ""Телерадіокомпанія ""S-ТЕТ""","м. Київ, вул. Кирилівська, буд. 23",31645208,"Розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №3 від 31.01.19р. По дог. № ПА-8/6 від 28.01.19 р. В.т.ч. ПДВ 20% - 1566,00 грн.",9396,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,53,"ТОВ ""Телерадіокомпанія ""TБ Стимул""","м. Київ, вул. Кирилівська, буд. 23",30462482,"Розповсюдження передвиборчої агітації на каналах ТБ зг.рах. №3 від 31.01.19р. По дог. № ПА-8/7 від 28.01.19 р. В.т.ч. ПДВ 20% - 1566,00 грн.",9396,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,48,"ТОВ ""Компанія інформації радіотелекомунікації ""ТОР""","м. Київ, вул. Кирилівська, буд. 23",19384641,"Розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №3 від 31.01.19р. По дог. № ПА-8/2 від 28.01.19 р. В.т.ч. ПДВ 20% - 1566,00 грн.",9396,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,49,"ТОВ ""ТАК ТВ+""","м. Київ, вул. Кирилівська, буд. 23",37701196,"Розповсюдження передвиборчої агітації на каналах телебачення зг.рах. №5 від 31.01.19р. По дог. № ПА-8/3 від 28.01.19 р. В.т.ч. ПДВ 20% - 1566,00 грн.",9396,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-01,26,"ТОВ ""РЕКЛАМНО-ІНФОРМАЦІЙНЕ АГЕНТСТВО ""МЕДІА-АВЕНЮ""","м. Київ, вул. ДОНЦЯ, буд. 17/46, ПІДʼЇЗД 2",36629837,"Оплата за друк постерів зг рах №СФ-19-0012 від 30.01.19р. По дог №190128 від 28.01.19р. В.т.ч. ПДВ 20% - 1620,00грн.",9720,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-01,44,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Друк постерів зг рах № 177 від 31.01.19р. По дог 280119/ПО01 від 28.01.19р. В.т.ч. ПДВ 20% - 16666,67грн.",100000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-01,56,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Друк постерів зг рах № 177 від 31.01.19р. По дог 280119/ПО01 від 28.01.19р. В.т.ч. ПДВ 20% - 16666,67грн.",100000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1350,2019-02-01,57,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Розміщення реклами на спецконструкціях зг рах № 176 від 31.01.19р. По дог 280119/ПО1 від 28.01.19р. В.т.ч. ПДВ 20% - 25000,00грн.",150000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-01,55,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №2 від 30.01.19 р. по дг №190128 від 28.01.19р. Без ПДВ,200000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,55,"ТОВ ""Гравіс-кіно""","м. Київ, вул. Кирилівська, буд. 23",36257228,"Оплата за розповсюдження передвиборчої агітації на каналах ТБ зг рах №4 від 31.01.19р. По дог № ПА-8 від 28.01.19р. В.т.ч. ПДВ 20% - 83333,33грн",500000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,47,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. Кирилівська, буд. 23",35405350,"Оплата за розповсюдження передвиборчої агітації на каналах ТБ зг.рах. №3 від 31.01.19р. По дог. № ПА-8/1 від 28.01.19 р. В.т.ч. ПДВ 20% - 83333,33 грн.",500000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-01,54,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на т/б, розповсюдження передвиборної агітації на каналах т/б зг.рах № 29 від 31.01.19 р. дог № ПА7 від 28.01.19 р. В.т.ч. ПДВ 20% - 333333,33 грн.",2000000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-04,1,"ТОВ ""ЛІДЕР-ІФ""","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, буд. 82",40502725,"Оплата за виготовлення друк матер (буклет А5) зг рах №5 від 01.02.19р. За дог №28-01/19 від 28.01.19р. В.т.ч. 20% - 2841,67грн.",17050,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-04,1,"ТОВ ""Телерадіокомпанія ""Академ ТV""","м. Суми, вул. Харківська, буд. 4",32185841,"За послуги надання ефірного часу для розміщення передвиборної агатіції зг рах № 21 від 01.02.19р. Дог №28-01/19 від 28.01.19 р. В.т.ч. ПДВ 20% - 5400,00грн.",32400,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-04,1,"ТОВ ""Телерадіокомпанія ""Академ ТV""","м. Суми, вул. Харківська, буд. 4",32185841,"За послуги надання ефірного часу для розміщення передвиборної агатіції зг рах № 20 від 01.02.19р. Дог №28-01/19 від 28.01.19 р. В.т.ч. ПДВ 20% - 5400,00грн.",32400,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-04,1,"ТОВ ""ТЕЛЕКОНЕКТ""","м. Одеса, Фонтанська дорога, буд. 33",38058345,"Розміщення матеріалів передвиборчої агітації в ефірі каналів ТОВ Телеконект зг рах №2 від 30.01.19р. Дог №30-01/19-01 від 30.01.19р. В.т.ч. ПДВ 20% - 16666,66грн.",100000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-04,1,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №3 від 04.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,400000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-05,91,"ТОВ ""Медіа-проспект""","м. Житомир, вул. Велика Бердичівська, буд. 72",38500053,"Розміщення відеоматеріалу передвиборчої агітації в ефірі зг рах № 25 від 05.02.19р. По дог № 29-01/19-05 від 29.01.19р. В.т.ч. ПДВ 20% -1039,50 грн.",6237,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-05,72,"ТОВ ""Івано-Франківська телерадіокомпанія ""Канал-402""","м. Івано-Франківськ, вул. Вʼячеслава Чорновола, буд. 99",13642036,"Оплата за трансляцію передвиборчої агітації зг рах №010 від 04.02.19р. По дог №28/01/2019 від 28.01.19 р. В.т.ч. ПДВ 20% - 1120,00грн.",6720,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-05,86,"ПП ""Телерадіокомпанія ""Смайл""","м. Тернопіль, вул. Руська, буд. 44",34473456,Розміщення політичної реклами зг рах № 07 від 05.02.19р. По дог № 29 від 29.01.19р. Без ПДВ,7000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-05,74,"ТОВ ""Телерадіокомпанія ТТV""","м. Кропивницький, вул. Медведєва, буд. 1А",13745760,"Розміщення передвиборчої агітації на телеканалі TTV зг рах №11 від 05.02.19р. По дог №29-01/19-02 від 29.01.19р. В.т.ч. ПДВ 20% - 1750,00 грн.",10500,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-05,89,"ДП ""Дитяче телевізійне агентство""","м. Хмельницький, вул. Камʼянецька, буд. 21Б",23843362,Розміщення ефірного часу зг рах № 16 від 04.02.19р. По дог №30-01/19-03 від 30.01.19 р. Без ПДВ,10500,юридична особа,оплата ефірного часу на телебаченні
