ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-06,110,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №3 від 04.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,200000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1350,2019-02-06,76,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Друк постерів зг рах № 177 від 31.01.19р. По дог 280119/ПО01 від 28.01.19р. В.т.ч. ПДВ 20% - 16666,66грн.",1000000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-06,77,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на т/б, розповсюдження передвиборної агітації на каналах т/б зг.рах № 29 від 31.01.19 р. дог № ПА7 від 28.01.19 р. В.т.ч. ПДВ 20% - 166666,66 грн.",1000000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-07,111,"ТОВ ""Чернівецький промінь""","м. Чернівці, вул. Університетська, буд. 20",37722525,Оплата ефірного часу на телеканалі зг рах № 6 від 06.02.19 р. додаток №2 до дог № 29-01/19-06 від 29.01.19р. Без ПДВ,4480,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-07,113,"ПП ""Телерадіокомпанія ""Сфера-ТВ""","м. Рівне, вул. Міцкевича, буд. 11",33910609,Розміщення матеріалів передвиборчої агітації зг рах № 6/п/1 від 07.02.19р. Дадаток 1 до дог №6/п від 06.02.19р. Без ПДВ,10640,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-07,112,"ТОВ ""Міська телерадіокомпанія ""Чернівці""","м. Чернівці, вул. Емінеску, буд. 2",31561607,"Надання ефірного часу на телебаченні зг рах № 11 від 07.02.19р. По дог №03/19/11 від 07.02.19р. В.т.ч. ПДВ 20% - 2800,00грн.",16800,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-07,117,"ТОВ ""Гравіс-кіно""","м. Київ, вул. Кирилівська, буд. 23",36257228,"Розповсюдження передвиборчої агітації на каналах ТБ зг рах №4 від 31.01.19р. По дог № ПА-8 від 28.01.19р. В.т.ч. ПДВ 20% - 28800,66грн",172804,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-07,116,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. Кирилівська, буд. 23",35405350,"Оплата за розповсюдження передвиборчої агітації на каналах ТБ зг.рах. №3 від 31.01.19р. По дог. № ПА-8/1 від 28.01.19 р. В.т.ч. ПДВ 20% - 28800,66грн.",172804,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-07,114,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №3 від 04.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,300000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-07,115,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на т/б, розповсюдження передвиборної агітації на каналах т/б зг.рах № 29 від 31.01.19 р. дог № ПА7 від 28.01.19 р. В.т.ч. ПДВ 20% - 164873,33 грн.",989240,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1350,2019-02-07,118,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Розміщення реклами на спец.конструкціях зг рах № 176 від 31.01.19р. По дог 280119/ПО1 від 28.01.19р. В.т.ч. ПДВ 20% - 166666,66грн.",1000000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-08,138,"ДОЧІРНЄ ПІДПРИЄМСТВО ТЕЛЕРАДІОКОМПАНІЯ ""МУКАЧЕВО (""М-СТУДІО"")"" ВИРОБНИЧО-КОМЕРЦІЙНОГО ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРОДЮСЕР""","Закарпатська обл., м. Мукачеве, вул. Івана Франка, буд. 132",22082346,Політична агітація на ТВ зг рах №1490 від 08.02.19р. По дог №2 від 08.02.19р. Без ПДВ,5600,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-08,130,"ТОВ ""Продюсерський центр ""Ексклюзив""","м. Хмельницький, вул. Камʼянецька, буд. 66, оф. 301",32680030,Оплата ефірного часу на телебаченні зг рах№ 8 від 07.02.19р. По дог №07/02/19-1 від 07.02.19р. Без ПДВ,8325,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-08,135,"ТОВ ""Телекомпанія ""Проскурів""","м. Хмельницький, вул. Камʼянецька, буд. 66, оф. 301",38303820,Оплата ефірного часу на телебаченні зг рах № 12 від 07.02.19р. По дог №07/02/19-1 від 07.02.19р. Без ПДВ,8400,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-08,137,"ТОВ ""Студія ""Місто""","м. Полтава, просп. Першотравневий, буд. 19",31495587,"Розміщення матеріалів передвиборчої агітаціїх у програмі мовлення зг рах №66 від 08.02.19р. По дог №18 від 07.02.19р. В.т.ч. ПДВ 1866,67грн.",11200,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-08,132,"ТОВ ""ЛІДЕР-ІФ""","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, буд. 82",40502725,"Оплата за виготовлення друк матеріалів зг рах №6 від 05.02.19р. За дог №28-01/19 від 28.01.19р. В.т.ч. 20% - 2300,00грн.",13800,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-08,139,"ТОВ ""ЛІДЕР-ІФ""","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, буд. 82",40502725,"Оплата за виготовлення друк матеріалів (банер) зг рах №7 від 05.02.19р. За дог №28-01/19 від 28.01.19р. В.т.ч. 20% - 2513,33грн.",15080,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-08,131,"ДОЧІРНЄ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""СТЕРХ"" ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРИРОДНІ ІНВЕСТИЦІЇ""","м. Дніпро, вул. Писаржевського, буд. 1А",24434223,"Оплата ефірного часу на телебаченні зг рах №СФ-02/04 від 06.02.19р. По дог №190-05/02/19-03 від 05.02.19р. В.т.ч. ПДВ 3500,00грн.",21000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-08,141,"ПП ""РЕКЛАМНЕ АГЕНТСТВО ""АКВАРІУМ""","м. Львів, вул. ЗАЛІЗНЯКА, буд. 13",36462603,"Виготовлення друкованих матеріалів на блюбеці та постерах зг рах №3101-04 від 31.01.19р. Додаток 2 до дог № АК36/19 від 21.01.19р. В.т.ч. ПДВ 9115,00грн.",54690,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-08,136,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №4 від 08.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,100000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-08,133,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №3 від 04.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,100000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-08,140,"ПП ""РЕКЛАМНЕ АГЕНТСТВО ""АКВАРІУМ""","м. Львів, вул. ЗАЛІЗНЯКА, буд. 13",36462603,"Виготовлення друкованих матеріалів на блюбеці та постерах зг рах №3101-03 від 31.01.19р. Додаток 2 до дог № АК36/19 від 21.01.19р. В.т.ч. ПДВ 33333,33грн.",200000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-08,134,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №4 від 08.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,300000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-11,143,"ТОВ ""ЛІДЕР-ІФ""","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, буд. 82",40502725,"Оплата за виготовлення буклетів А5 зг рах №8 від 08.02.19р. За дог №28-01/19 від 28.01.19р. В.т.ч. 20% -2100,00грн.",12600,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-11,144,"Обласна асоціація ""Вінницька громадська телерадіокомпанія ""Вінниччина""","м. Вінниця, вул. Театральна, буд. 15",31473359,"Розміщення агітаційних матеріалів на телебаченні зг рах № СФ-19 від 11.02.19р. По дог №30-01/19-02 в.т.ч. ПДВ 20% - 3038,40грн.","18230,4",юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-11,145,"КП ""Телерадіокомпанія ""Перший Західний""","м. Львів, вул. Підвальна, буд. 3",31074340,"Надання ефірного часу для передвиборної агітації зг рах №23 від 11.02.19р. По дог №01-02/19-02 від 01.02.19р. В.т.ч. ПДВ 20% - 14400,00грн.",86400,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-11,142,"ТОВ ""Український газетний синдикат""","Київська обл., м. Бровари, вул. Сергія Москаленка, буд. 16Б",39699378,"Інформаційний бюлетень зг рах № 68 від 08.02.19р. По дог №11/02/19-1 від 07.02.2019р. В.т.ч ПДВ 41667,00грн.",250002,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-12,149,"ТОВ ""Телерадіокомпанія ""Союз-ТВ""","м. Житомир, просп. Миру, буд. 11, кв. 158",25304801,"Оплата ефірного часу на телебаченні зг рах № 2/12 від 12.02.19р. По дог №05-02/19/01 від 05.02.19р. В.т.ч. ПДВ 3000,00 грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-12,148,"ПП ""РЕКЛАМНЕ АГЕНТСТВО ""АКВАРІУМ""","м. Львів, вул. ЗАЛІЗНЯКА, буд. 13",36462603,"Виготовлення друкованих матеріалів на блюбеці та постерах зг рах №1102-04 від 11.02.19р.до дог № АК36/19 від 31.01.19р. В.т.ч. ПДВ14850,00грн.",89100,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-12,147,"ТОВ ""ТЕЛЕКОНЕКТ""","м. Одеса, Фонтанська дорога, буд. 33",38058345,"Розміщення матеріалів передвиборчої агітації в ефірі рах №2 від 30.01.19р. Дог №30-01/19-01 від 30.01.19р. В.т.ч. ПДВ 20% - 16666,67грн.",100000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1350,2019-02-12,146,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Розміщення реклами на спец.конструкціях зг рах № 176 від 31.01.19р. По дог 280119/ПО1 від 28.01.19р. В.т.ч. ПДВ 20% - 166666,67грн.",1000000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-13,153,"ТОВ ""Телерадіокомпанія ""Вікка""","м. Черкаси, вул. Юрія Іллєнка, буд. 27",21385292,"Трансляція матеріалів передвиборчої агітації програми ""Відкритий діалог"" зг рах №СФ-473 від 12.02.19р. По дог №ДГ-ПР6 від 05.02.19р. В.т.ч. ПДВ 20% - 9000,00грн.",54000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-13,150,"ПП ""РЕКЛАМНЕ АГЕНТСТВО ""АКВАРІУМ""","м. Львів, вул. ЗАЛІЗНЯКА, буд. 13",36462603,"Виготовлення друкованих матеріалів на блюбеці та постерах зг рах №3101-03 від 31.01.19р.до дог № АК36/19 від 31.01.19р. В.т.ч. ПДВ 44756,67грн.",268540,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1350,2019-02-13,152,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Розміщення реклами на спец.конструкціях зг рах № 176 від 31.01.19р. По дог 280119/ПО1 від 28.01.19р. В.т.ч. ПДВ 20% - 166666,67грн.",1000000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-14,155,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №4 від 08.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,200000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-14,154,"ТОВ ""ТЕЛЕКОНЕКТ""","м. Одеса, Фонтанська дорога, буд. 33",38058345,"Розміщення матеріалів передвиборчої агітації в ефірі рах №2 від 30.01.19р. Дог №30-01/19-01 від 30.01.19р. В.т.ч. ПДВ 20% - 33333,33грн.",200000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1220,2019-02-15,158,"ТОВ ""ЕГОЇСТ ПАБЛІШИНГ""","м. Львів, вул. ГЕРОЇВ УПА, буд. 73",37775692,Розміщення реклами в журналі Егоїст №54 зг рах №01140219 від 14.02.19р. По дог №2 від 13.02.19р. Без ПДВ,500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-15,157,"ТОВ ""Телекомпанія ""СТС""","м. Суми, пл. Незалежності, буд. 10, оф. 25",39751385,"Оплата ефірного часу на телебаченні зг рах № 48 від 14.02.19 р. по дог № 29-01/19/04 від 29.01.19 р. В.т.ч. ПДВ 20% -7746,67 грн.",46800,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-15,161,"ТОВ ""Видавничий дім ""Високий замок""","м. Львів, вул. Героїв УПА, буд. 65",13807781,"Виготовлення листівки та буклету А5 зг рах №ВЗ-148 від 15.02.19р. По дог №15-02/20-19 від 15.02.19р. В.т.ч. ПДВ 11166,67грн.",67000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-15,160,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №4 від 08.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,100000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-15,159,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №2 від 31.01.19 р. по дг №190128 від 28.01.19р. Без ПДВ,400000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1350,2019-02-15,162,"ТОВ ""ГЛОБАЛ МЕДІА ГРУП""","м. Київ, вул. Кирилівська, буд. 23",35446622,"Розміщення реклами на спец.конструкціях зг рах № 176 від 31.01.19р. По дог 280119/ПО1 від 28.01.19р. В.т.ч. ПДВ 20% - 139468,00грн.",836808,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-19,170,"ТОВ ""ЛІДЕР-ІФ""","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, буд. 82",40502725,"Оплата за виготовлення друкованих матеріалів зг рах №11 від 19.02.19р. За дог №28-01/19 від 28.01.19р. В.т.ч. 20% -70,00грн.",420,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1110,2019-02-19,169,"ТОВ ""ЛІДЕР-ІФ""","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, буд. 82",40502725,"Друк банерів зг рах №10 від 18.02.19р. За дог №28-01/19 від 28.01.19р. В.т.ч. 20% -658,33грн.",3950,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-19,165,"ТОВ ""ТРК 3-Студія""","м. Івано-Франківськ, вул. Січових стрільців, буд. 56",23797886,"Трансляція відеоматеріалів передвиборчої агітаці: участь у прямому ефірі зг.рах №СФ-18 від 19.02.19 по дог 28-0-01/19 від 28.01.19р. В.т.ч. ПДВ 20% - 2500,00грн.",15000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-19,168,"ТОВ ""Івано-Франківська телерадіокомпанія ""Канал-402""","м. Івано-Франківськ, вул. Вʼячеслава Чорновола, буд. 99",13642036,"Трансляція матеріалів передвиборчої агітації зг рах №017 від 19.02.19р. По дог №28/01/2019 від 28.01.19 р. В.т.ч. ПДВ 20% - 2880,00грн.",17280,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-19,164,"ТОВ ""Чернівецький промінь""","м. Чернівці, вул. Університетська, буд. 20",37722525,Оплата за ефірний час (розміщення передвиборної агітації) на телебаченні зг рах №9 від 19.02.19 р.по дог № 29-01/19-06 від 29.01.19р. Без ПДВ,28800,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-19,167,"ТОВ ""Телекомпанія ""Проскурів""","м. Хмельницький, вул. Камʼянецька, буд. 66, оф. 301",38303820,Оплата ефірного часу на телебаченні зг рах №СФ-18 від 18.02.19р. По дог №07/02/19-1 від 07.02.19р. Без ПДВ,54000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-19,166,"ТОВ ""Продюсерський центр ""Ексклюзив""","м. Хмельницький, вул. Камʼянецька, буд. 66, оф. 301",32680030,Оплата ефірного часу на телебаченні зг рах№ 14 від 18.02.19р. По дог №07/02/19-1 від 07.02.19р. Без ПДВ,54000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1400,2019-02-19,163,Тимчук Ярослав Федорович,"Івано-Франківська обл., м. Яремче, с. Поляниця",,Оплата рекламних послуг в мережі інтернетзг.рах. №4 від 08.02.19 р. по дг №190128 від 28.01.19р. Без ПДВ,200000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-21,186,"ПП ""Телерадіоорганізація ""Тернопіль-медіа""","м. Тернопіль, вул. Олени Кульчицької, буд. 2А",41302104,Розміщення політичної реклами на ТВ зг рах №СФ-27 від 20.02.19р. По дог № 4 від 05.02.19р. Без ПДВ,10500,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-21,206,"ТОВ ""Інформаційна агенція ""Погляд""","Київська обл., м. Буча, вул. Некрасова, буд. 9В",40795221,Транслювання відеоролика зг рах №8 від 20.02.19р. По дог№11022019 від 11.02.2019р. Без ПДВ,25516,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-21,193,"Обласна асоціація ""Вінницька громадська телерадіокомпанія ""Вінниччина""","м. Вінниця, вул. Театральна, буд. 15",31473359,"Розміщення передвиборчої реклами зг рах № СФ-30 від 20.02.19р. По дог №30-01/19-02 в.т.ч. ПДВ 20% - 5490,00грн.",32940,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-21,209,"ТОВ ""Інформаційний телеканал ""Репортер""","м. Одеса, вул. Зоопаркова, буд. 25",22448563,"Розміщення матеріалів передвиборчої агітації в ефірі зг рах №31 від 20.02.19р. Дог №003/19 від 05.02.19р. В.т.ч. ПДВ - 5551,20грн.","33307,2",юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-21,194,"ПП ""Телерадіокомпанія ""Смайл""","м. Тернопіль, вул. Руська, буд. 44",34473456,Послуги по наданню ефірного часу для передвиборчої агітації зг рах № 16 від 20.02.19р. По дог № 29 від 29.01.19р. Без ПДВ,37000,юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-21,195,"ТОВ ""Телерадіокомпанія ""Експо-ТВ""","м. Черкаси, вул. Оборонна, буд. 16",36390796,Надання ефірного часу на ТВ зг рах №СФ-11 від 20.02.19р. По дог №05-02/19-2Б від 05.02.19р. Без ПДВ,"37537,5",юридична особа,оплата ефірного часу на телебаченні
Шевченко Олександр Леонідович,Українське обʼєднання патріотів – УКРОП,,1211,2019-02-21,179,"ТОВ ""Івано-Франківська телерадіокомпанія ""Канал-402""","м. Івано-Франківськ, вул. Вʼячеслава Чорновола, буд. 99",13642036,"Трансляція матеріалів передвиборчої агітації зг рах №018 від 20.02.19р. По дог №28/01/2019 від 28.01.19 р. В.т.ч. ПДВ 20% - 6880,00грн.",41280,юридична особа,оплата ефірного часу на телебаченні
