ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Шевченко Ігор Анатолійович,самовисування,220,1350,2019-02-13,20,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,"+;1350;Розмі шення друкованих агітаційних матеріалів чи політичної реклами на носіях зовніш.рекла ми (білборди, сітілайти) зг.Рах.#56 від 2019-02-08р.у т.ч. ПДВ 20%",256272,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Ігор Анатолійович,самовисування,220,1340,2019-02-18,22,"ТОВ ""СКАЙ-КЛАБ""",м. Київ,42397899,"+;1340;Орен да приміщення для проведення зборів громадян зг. Рах.#4 від 2019-02-18р., у т.ч.ПДВ 20%",7560,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Шевченко Ігор Анатолійович,самовисування,220,1150,2019-02-19,24,"ТОВ ""ВІ3ІНФОРМ""",м. Київ,36547152,"+;1150;Прид бання інших матеріалів для виготовлення матеріалів передвиборн ої агітації зг.Рах.#В-00000062 від 2019-02-07р., в т.ч. ПДВ 20%","1000,08",юридична особа,"придбання канцтоварів, паперу, інших предметів і матеріалів для виготовлення матеріалів передвиборної агітації"
Шевченко Ігор Анатолійович,самовисування,220,1140,2019-02-19,26,ФОП Алаторських Ліна Яхʼянівна,м. Київ,,"+;1140;Вигот овлення інших матеріалів передвиборн ої агітації зг.Рах.#60І0 від 2019-02-15р., без ПДВ 20%",224000,ФОП,виготовлення інших матеріалів передвиборної агітації
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-02-20,28,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,"+;І 110;Вигот овлення друкованих матеріалів (листівки) зг.Рах.#СФ- 0000028 від 2019-02-15р., в т.ч.ПДВ20%",39000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1160,2019-02-20,ЗО,"ПП “Арніка- 2""",м. Київ,21555729,+;1160;Вигот овлення (придбання) агітаційних наметів зг.Рах. #82643 від 2019-02-19р„ у т.ч.ПДВ 20%,45000,юридична особа,виготовлення (придбання) та встановлення агітаційних наметів
Шевченко Ігор Анатолійович,самовисування,220,1140,2019-02-20,32,"ПП “Арніка- 2""",м. Київ,21555729,"+;1140;Вигот овлення інших матеріалів передвиборн ої агітації зг.Рах.#82642 від 2019-02-15р., у т.ч.ПДВ 20%",3500,юридична особа,виготовлення інших матеріалів передвиборної агітації
Шевченко Ігор Анатолійович,самовисування,220,1140,2019-02-22,34,ФОП Мітенко Анастасія Олександрівна,м. Київ,,"+;1140;Вигот овлення інших матеріалів передвиборн ої агітації зг. Рах.#21021 від 2019-02-22р., без Г1ДВ20%",3000,ФОП,виготовлення інших матеріалів передвиборної агітації
Шевченко Ігор Анатолійович,самовисування,220,1340,2019-02-22,36,ФОП Гаврилюк Сергій Степанович,м. Київ,,+;1340; Оренда приміщення для проведення зборів громадян зг.рах. #СФ-0000022 від 2019-02-21 Без ПДВ 20%.,2000,ФОП,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-02-22,38,"ТОВ ""Інком Солюшин""",м. Київ,42299077,+;1110;Вигот овлення друкованих матеріалів (наліпки) зг.Рах. #107 від 2019-02-22р„ в т.ч. ПДВ 20%,"1370,4",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1362,2019-02-28,2,"Київська міська дирекція АТ ""Укрпошта""",м. Київ,01189979,"+;1362;послу ги поштового звʼязку зг. Рах.#111.11.1 .3.-21 від 2019-02-27р. на суму 5760,00грн.,у т.ч.ПДВ20% -960,00 грн.",5760,юридична особа,послуги поштового зв’язку
Шевченко Ігор Анатолійович,самовисування,220,1350,2019-02-28,7,"ТОВ ""ТЕТРА""",м. Київ,21567596,+;1350;розмі щення друков. агітац. матеріалів чи політ.реклам и на носіях зовніш. реклами (білборди)зг. Рах.#41-02-19 від 2019-02-27р„ уг.ч.ПДВ20 %.,34800,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Ігор Анатолійович,самовисування,220,1362,2019-02-28,8,"Київська міська дирекція АТ ""Укрпошта""",м. Київ,01189979,"+;1362;послу ги поштового звʼязку зг. Рах.#111.11.1 .3.-20 від 2019-02-27р. на суму 144864,00 грн ,,уг.ч.ПДВ20 %",144864,юридична особа,послуги поштового зв’язку
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,12,"ТОВ ""ОЛДРУК""",м. Київ,41899187,"+;1110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.ЯСФ-0000102 від 2019-02-26р., без ПДВ20%.",117000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,13,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,+;1110;Внгот овлення друк-них матеріалів (листівки) зг. Рах.ЯСФ- 0000035 від 2019-02-25р„ в т.ч. ПДВ20%.,1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,14,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,+;1110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.ЯСФ- 0000036 від 25.02.20І9р„ в т.ч. ПДВ20%.,1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,15,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,"+;І1І0;Вигот овлення друк-них матеріалів (листівки) зг. Рах.ЯСФ- 0000037 від 2019-02-25р., в т.ч. ПДВ20%.",1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,16,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,"+;І110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.ЯСФ- 0000038 від 2019-02-25р., в т.ч. ПДВ20%.",1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,17,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,+;І 110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.йСФ- 0000039 від 25.02.20І9р„ в т.ч. ПДВ20%.,1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,18,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,"+;1110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.#СФ-0000040 від 2019-02-25р., в т.ч. ПДВ20%.",1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,19,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,"+;1110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.#СФ- 0000041 від 2019-02-25р., в т.ч. ПДВ20%.",1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,20,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,"+;1110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.ЯСФ- 0000042 від 2019-02-25р., в т.ч. ПДВ20%.",1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-04,21,"ТОВ ""БРЕНД ПРІНТ ГРУП""",м. Київ,40942854,+;1110;Вигот овлення друк-них матеріалів (листівки) зг. Рах.ЯСФ- 0000043 від 2019-02-25р„ в т.ч. ПДВ20%.,1200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1150,2019-03-07,24,"ТОВ ""Торговий дім ""Дукат""",м. Київ,30305050,"+;1150;придб ання паперу для виготовлення матеріалів передвиборн ої агітації зг. Рах.3508 від 2019-03-05р., У т.ч.ПДВ20%","1109,4",юридична особа,"придбання канцтоварів, паперу, інших предметів і матеріалів для виготовлення матеріалів передвиборної агітації"
Шевченко Ігор Анатолійович,самовисування,220,1350,2019-03-07,25,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,"+;1350;розмі щення друкованих агітаційних матеріалів чи політ.реклам и на носіях зовніш.рекла ми зг. Рах.#70 від 18.02.20І9р., У т.ч. ПДВ 20%",10500,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Ігор Анатолійович,самовисування,220,1362,2019-03-07,32,"Київська міська дирекція АТ ""Укрпошта""",м. Київ,01189979,"+;1362;послу ги поштового звʼязку зг. Рах.# 111.11.1 .3-26 від 2019-03-05р. на суму 29508.00грн., ут.ч.ПДВ20 %",29508,юридична особа,послуги поштового зв’язку
Шевченко Ігор Анатолійович,самовисування,220,1350,2019-03-07,33,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,"+;1350;розмі щення друкованих агітаційних матеріалів чи політ.реклам и на носіях зовніш.рекла ми зг. Рах.#81 від 2019-02-26р., У т.ч. ПДВ 20%",442464,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-07,34,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,"+;1110;вигот овлення друкованих матеріалів (постери) зг. Рах.#80 від 2019-02-26р., у т.ч. ПДВ 20%",35874,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1362,2019-03-11,31,"Київська міська дирекція АТ ""Укрпошта""",м. Київ,01189979,"+;1362;послу ги поштового звʼязку зг. Рах.#111.11.1 .3.-27 від 2019-03-05р. на суму 378000,00грн „ут.ч.ПДВ20 %",378000,юридична особа,послуги поштового зв’язку
Шевченко Ігор Анатолійович,самовисування,220,1140,2019-03-13,40,ФОП Стеценко Володимир Юрійович,м. Київ,,"+;1140;вигот овлення інших матеріалів передвиборн ої агітації зг. Рах.ЯСФ-000007 від 2019-03-05р., без ПДВ.",6350,ФОП,виготовлення інших матеріалів передвиборної агітації
Шевченко Ігор Анатолійович,самовисування,220,1340,2019-03-14,38,"КУ ʼБілгород Дністровський УК та Д""",м. Білгород- Дністровський,20996533,"+;1340; надання приміщення зг. Рах.#9 від 2019-03-07р., без ПДВ20%",2000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Шевченко Ігор Анатолійович,самовисування,220,1110,2019-03-15,44,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,"+;1110;вигот овлення друкованих матеріалів (постери) зг. Рах.# 102 від 2019-03-07р., у т.ч. ПДВ 20%",33714,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Шевченко Ігор Анатолійович,самовисування,220,1350,2019-03-15,43,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,"+;1350;розмі щення друкованих агітаційних матеріалів чи політ.реклам и на носіях зовніш.рекла ми зг. Рах.#І03 від 2019-03-07р., у т.ч. ПДВ 20%",9000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
